amount,commission,investment_id|account_id|liability_id,isin,netCash,operationDate,originalCurrency,referenceCurrency,retention,symb,type,unitPrice,valueDate,_id
11,"-4,91",ccc732df1efd7a7382f8ab2cd91214e9b1fcee9e49384b955c4b2be29b31a3c6,US55354G1004,"6138,62",2023-07-27,USD,EUR,,+,Buy,"557,61",2023-07-31,8fe0c7e4ed82ef557cd7e46df6e1ee67590c6791d7d0729ed1096a3166bf8180
82,"-9,46",b967bf38ee1d5b85a975608ebcf127f73d0230a5c6512b15e9dd6e6ef74c22c3,US0382221051,"11834,68",2023-07-27,USD,EUR,,+,Buy,"144,21",2023-07-31,ee2f84da67446f90da089d2c9d939081b0f9e9c2803af7192eaf7c7460e3cd1a
320,"-9,93",5a9a5b8ef5b128b3c37d38279526de3e43aefa6ca77134b6ec7544662aeec2f4,DE000A12DM80,"19864,49",2023-08-10,EUR,EUR,,+,Buy,"62,0455",2023-08-14,b2f6f5819a136a6ffc300f2803afa0f8b0f3b76ebb7201300b826dfb117b6a73
360,"-6,56",abae5482bb062833a92f05e095f90938fe609eba272123debf85e107c16212af,ES0105066007,"13151,2",2023-08-10,EUR,EUR,,+,Buy,"36,44",2023-08-14,3c966e2b60b6b4042baa9b6021eec67ba547374eb3c77f52ef4a5d15cc1180b7
200000,,9d8f6a4b7db29546b4ce7b9c63f3c91596924b03666870d940c661055ea1f521,XS1190632999,"197362,44",2023-08-10,EUR,EUR,,+,Buy,"0,97523",2023-08-14,d2c9a2fcf70f75fc0e039bf009fe2e28b68303f8a2dddbe9f2ab105244cc79f1
1200,"-87,44",f2848bc6e702c4a401bf354fb993a6acf2688363ea0c59fa52de587a6bc05beb,SE0017486889,"174957,44",2023-08-10,SEK,EUR,,+,Buy,"145,725",2023-08-14,0e3cc58ff5ad384b804ec08083de4a1c4440161fa73ba5ed3ae822913bcff238
100000,,b0eebfa38c7c86eefe4bb359c88d1e6cc88a4079332b41e8183750e49ca4f6cd,XS2553547444,"107726,05",2023-08-10,EUR,EUR,,+,Buy,"1,03001",2023-08-14,4dbfcf759789004654aaa5a7b0268e26df226a62d6741c7c6655d442810a5184
1000,"-9,35",ca28ee24b550fbb73fc1929ea52c7219d96e5dfa3ff11cc25c4ac589d3c22f92,DE0005557508,"18717,35",2023-08-10,EUR,EUR,,+,Buy,"18,708",2023-08-14,83c54bf9423f6fe7df3c6962a7cdc36db773a5743c57a2e916406d21aaf49a6f
430,"-22,5",bba17c72a45432bf7ff859c38462bb5e5156cf2ea3ed0a26425a1b8015706407,CH0038863350,"45060,7",2023-08-10,CHF,EUR,,+,Buy,"104,74",2023-08-14,58f2950d4713f8f9771fa47c266e63f8f5f1ece411a1bc5d5095fc21de537e9e
289,"-14,98",0e59d302f892ed5e95fe33d1011b92613311a2ab5259f6d652d0a1df324966a4,FR0000125486,"30071,28",2023-08-10,EUR,EUR,,+,Buy,"103,689966",2023-08-14,11f9bece15f8b24410fb3fdfdba28a3f846e9db72cbc1dba9367a077e31664a5
160,"-32,93",83b77b34eccc75f8f9aa82ddf6ccab4356d0fa3a97652b382112fa9b64d76b37,US2358511028,"41200,93",2023-08-10,USD,EUR,,+,Buy,"257,3",2023-08-14,6462bce2bd4b6138edb71fbe13d124d35c14692d015f3b0fa5a3d78956c60b50
180,"-25,06",f06a93044cacd33387829e48e30c4233edd8b2f5c840d68dd36237586e4b07fe,US4781601046,"31345,06",2023-08-10,USD,EUR,,+,Buy,174,2023-08-14,0d2953d3784c21af16017021d9905ef144053f42e3569afe46adc8d73929a86d
200000,,615f4fd89752397a3c0063d278f644a0350a6a56bd36e24f29f6e57384336e68,US91282CEP23,"181476,57",2023-08-23,USD,EUR,,+,Buy,"0,89949219",2023-08-24,4b7662c9a517667665f142b34afbdfdc308b194126d47f800885a6d3292ed50b
125,"-34,73",617f15130e898887542beee22ba4eee8bf789422f7bd1ae49c3560cc0254a934,DK0060094928,"69484,73",2023-08-25,DKK,EUR,,+,Buy,"555,6",2023-08-29,4beb30353c792164e1b308b4b9cc7386fa2479d08aad57044e5ed902190458dd
580,"-6,5",243634825ef105fcb48c0658e483901e7d1242e4d699be889f2a3efc96bc3581,CH0435377954,"12986,9",2023-08-25,CHF,EUR,,+,Buy,"22,38",2023-08-29,95161b2ac0c4eb9317271c5e3bc3fa9d2a1976275a9aaf0a76093f5a2b26663d
1800,"-10,64",d2f13bbb1d636cb1724625d4489c3944be26ac485f066465d70c660754361342,NL0015435975,"21316,93",2023-08-25,EUR,EUR,,+,Buy,"11,825",2023-08-29,5966bef57d791f90ca437b25d788be5e65bfdfd6b1ce0b95b92743400a9babfe
45,"-10,7",acfbd2064b67b0950acdce1afae83680e7ded4df0651a34bcbab5f85a550af26,CH0013841017,"21444,2",2023-08-25,CHF,EUR,,+,Buy,"476,3",2023-08-29,114a7ab3258cf1db4c905d9a80b8fc8f9ff0f2fd6f04df538559be290ccb900c
230,"-10,25",f15512d07c2c11759b410074c49ebb504561cea4ea96c155c0a0eec4a746e940,NL0000009165,"20517,05",2023-08-25,EUR,EUR,,+,Buy,"89,16",2023-08-29,3358ae2204084600fc34f16ca60e664b6e844b237e1cd05b41f883a44a5d11a7
115,"-10,03",910adff56ff02408687d5fc9eff28d17e1f413780e28f1692e24b909d10d553b,FR0000121667,"20121,52",2023-08-25,EUR,EUR,,+,Buy,"174,359479",2023-08-29,42ac136a0aa52656f5d74c9f62e0c890e028a2db8aed40a1559e422458a9a802
30,"-9,35",c92e11632fb88214ba9b407125d34e8ff7f3f0e335e281c4b091ca7da0ae5be8,US78409V1044,"11695,25",2023-09-07,USD,EUR,,+,Buy,"389,53",2023-09-11,f8e89cd3cad970aa577bec9f225ebb6dbd23a0f0a8aa194eb1f5d1fc74104dda
180,"-14,22",60c647df26f6715fd7f506f1a661fdec9c7f6dd5ae02bb24fe5064a4a8e3dfc6,US22822V1017,"17789,22",2023-09-07,USD,EUR,,+,Buy,"98,75",2023-09-11,507ae0efc1d5dcc89dd8ef515b42a5847e9c537b50519eca9361e1a587c4fada
140,"-10,98",ecc926435454565ab6b5e3ca08f3f9433c1b199228e3ab2701dbe3a55aa676db,FR0000121972,"22035,76",2023-09-07,EUR,EUR,,+,Buy,"156,849286",2023-09-11,b1d9cad15fd995d4e9892b12b241318e5fe75d8e19cb5efa018c7b27f5a0046a
350,"-4,78",2cd181362465666edcdb351c03dd891a31445bfeb52e13468270af3a66d887c8,FR0011981968,"9602,49",2023-09-21,EUR,EUR,,+,Buy,"27,34",2023-09-25,63b99adf7b8081b831777224171740ebd98a79c8e85cdb07e23e4795219f50eb
60,"-7,25",fcd22336db96f53c414871a2b13235f5f857c331ac6c52b6fd709d1a94324dad,CH0418792922,"14461,25",2023-09-21,CHF,EUR,,+,Buy,"240,9",2023-09-25,0748ca20d44633bf8bb658cc92751b732a2baeca5808493db4b0773150805151
274,"-75,9",c0036383770736ee27040028021b4d0ce47c8731a18563e7f6a842e7d1a7ff80,DK0062498333,"151871,9",2023-09-13,DKK,EUR,,-,Contrasplit,554,2023-09-15,43c1914738c5416b3f33832c55270f2a0ab791f7e2ae1994bcca16ac8fdcc3c3
130,"-21,43",650f9720da2f4dd91dec38b49201b0ad0c8899fce869813ecddca37573073591,US12572Q1058,"26813,13",2023-09-21,USD,EUR,,+,Buy,"206,09",2023-09-25,b95ab6857979221c79ca0001ae45e3393c7b7fe6c84d0d607c5616b29579271d
25,"-10,39",359f4a8cc15f76f643f2e92b002ca1dc8febcc14e0fff3625ce03d82629f2061,US4612021034,"12999,89",2023-09-21,USD,EUR,,+,Buy,"519,58",2023-09-25,87fb54efc36ada85771c9f8124fc1a108b35eb857263cae661610a51fd8fbb1d
"14651,2",,29ca036c76efeb292711de3548236d32cb5f24baa3b323d7341ec9552d8aa066,,,2023-07-26,,,,,Receipt on account of sale of financial assets,0,2023-07-26,cd2ae477295f46eaffd7f7702239b7c455f8c1780d98bbb8097d8b0e1f82e1a3
"14651,2",,29ca036c76efeb292711de3548236d32cb5f24baa3b323d7341ec9552d8aa066,,,2023-07-24,,,,,Charge for commissions on financial assets,0,2023-07-26,31a505af36fd23f0043eecb626e1d52afdc92f1b28f15a382b1fbf8f503d57fe
"45060,7",,29ca036c76efeb292711de3548236d32cb5f24baa3b323d7341ec9552d8aa066,,,2023-08-15,,,,,Receipt on account of sale of financial assets,0,2023-08-15,b2b135ecee60bbe1bcc5fe9fdef3717df4ce2bb06d2cfda706d23f5815a1afbe
"45060,7",,29ca036c76efeb292711de3548236d32cb5f24baa3b323d7341ec9552d8aa066,,,2023-08-10,,,,,Charge for commissions on financial assets,0,2023-08-14,a41cdeb44a2c668f97f8f95a6c7f38bb45ffe03440f1df478d0b4d690dc7bb8d
"12986,9",,29ca036c76efeb292711de3548236d32cb5f24baa3b323d7341ec9552d8aa066,,,2023-08-25,,,,,Charge for commissions on financial assets,0,2023-08-29,6336b6419cce935f88da45dd4ad1763159048076997a96e427faf64b25b4ed14
"21444,2",,29ca036c76efeb292711de3548236d32cb5f24baa3b323d7341ec9552d8aa066,,,2023-08-25,,,,,Charge for commissions on financial assets,0,2023-08-29,1904cfc1a7b539eb083b444085cec12a8e9c0dc97b02db8c733274fec655d1d9
"34431,1",,29ca036c76efeb292711de3548236d32cb5f24baa3b323d7341ec9552d8aa066,,,2023-08-31,,,,,Receipt on account of sale of financial assets,0,2023-08-31,833bce87c9bad3cbde7dba5669c87aa85925d34b6c35e7fb2c3fc41ebc3b71a9
"14461,25",,29ca036c76efeb292711de3548236d32cb5f24baa3b323d7341ec9552d8aa066,,,2023-09-21,,,,,Charge for commissions on financial assets,0,2023-09-25,2578eefcbc6bd835eee13650f45621fa279a927d667112d69ef1c5ee774cfb44
"14461,25",,29ca036c76efeb292711de3548236d32cb5f24baa3b323d7341ec9552d8aa066,,,2023-09-27,,,,,Receipt on account of sale of financial assets,0,2023-09-27,16f43f02ef4c090610e9d3d3275351847c45d6ee701b3cc94e02783ca020df96
"883,96",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2022-11-09,,,,,"Deposit of dividends, coupons and other",0,2022-11-09,dc0dfd4c01202e9f959872b509c0b166ba4796a62373c09acfc2487166aa9b4b
"108626,5",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2022-12-08,,,,,Receipt on account of sale of financial assets,0,2022-12-12,b0aafba4232afd7bd07fb577e9f149f0acd6eb743204da3e0f62fbb9d154624b
"21636,77",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2022-10-25,,,,,Charge for commissions on financial assets,0,2022-10-27,5aeb32e58fbe0078e4da447120ab30fe2eac16bf363bc4eaf81a0e56e0681ecd
"74827,27",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2022-10-25,,,,,Debit to account for purchase of financial assets,0,2022-10-27,5a9787a7a63cde5edd1e113309cf08399f3cd8832b5fc5fd5a57713ab30c057f
"23542,64",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2022-10-25,,,,,Debit to account for purchase of financial assets,0,2022-10-26,008b859dd273dfb151e7b735e2e5bf25b4337b387791bfab26dd406271b67310
"41903,98",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2022-10-24,,,,,Charge for commissions on financial assets,0,2022-10-26,eb7615480997d0821e8ed22fe51b3201351d8f7308f4fdf9bfdde25c04259564
"306565,54",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2022-10-21,,,,,Receipt on account of sale of financial assets,0,2022-10-25,bbaee67c2c2e914c130ad3e0fbab14244dc5c73c0958d665c1cd12172e571320
"105833,08",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2022-10-24,,,,,Charge for commissions on financial assets,0,2022-10-26,d5ec4e65abe30c37193c5bf397c8222f577c5ca9a65f92cd78b47b73d12e7acd
"871,82",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-02-16,,,,,"Deposit of dividends, coupons and other",0,2023-02-15,488e03b228502d15970b6aa6e478d33c5bcf79acd69e8ecb4c401377e314ebd7
"11012,39",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-03-22,,,,,Forex,0,2023-03-22,a5e40609db36057dbf0640ff1c1f30b268d05a2c9c0dc47daa36c9772864faf8
100000,,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-04-27,,,,,Forex,0,2023-04-27,126a6ae3b01ec8af226e6ff67c6da2987dfa05728b4a71ee1768fe70ae5c1a69
"31465,46",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-05-03,,,,,Debit to account for purchase of financial assets,0,2023-05-03,1797e08837c1273534940061eba5bd662c9e4cf6c9b4a807aba2fd88a78d4596
"1048,29",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-05-11,,,,,"Deposit of dividends, coupons and other",0,2023-05-10,e247ad7dc1e728f9bc1a2a2a2557a8c66362bad93d70ab788ea7c8609f17e419
"234273,61",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-06-27,,,,,Receipt on account of sale of financial assets,0,2023-06-28,0b23404d72584bd52044a6fc766912661d1adcec21289b4a7851211f49936ced
"231006,15",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-06-27,,,,,Charge for commissions on financial assets,0,2023-06-28,28270ffde8f54e76b085c23bb5b5ff90ad7c6573ed28a4595770d4886908c86b
"113859,41",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-13,,,,,Receipt on account of sale of financial assets,0,2023-07-13,91b240bc61100ba81d42915f0440c863648a28686417361594bdce02da6267db
"27884,54",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-27,,,,,Charge for commissions on financial assets,0,2023-07-31,c9b857261e6d537a204a2522d44e6cf99bcbd78d6baef241ae44c493e6d59e5b
"153890,08",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-25,,,,,Receipt on account of sale of financial assets,0,2023-07-27,7c85951f7b4ac1b8246d7774d8b928e193a7de0a19d36ddeb219140089696f51
"13812,29",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-24,,,,,Charge for commissions on financial assets,0,2023-07-26,323510b3421c9cb5f7c0402e7a32bfcd318137bbfd2d7934232c7711c33a217e
"17013,6",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-24,,,,,Charge for commissions on financial assets,0,2023-07-26,1d961d526ff823fc201b2bdc30555738ba6bdd1e2682c9447bebe448977c8186
"22822,49",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-24,,,,,Charge for commissions on financial assets,0,2023-07-26,d64b54bc0e93ef2ea67bf2878ae7ed00cc152a352e0c4797f4479a50acefb805
"13816,14",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-24,,,,,Charge for commissions on financial assets,0,2023-07-26,4c5d0d62f8b69f54592bf2862ec397c41e2fc6e29691a5826d2d43c73025e45a
"18494,78",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-24,,,,,Charge for commissions on financial assets,0,2023-07-26,31306e22e6decbb388fdffc134a04a8157e17a149a7faf1ee72776e9cfd99198
"17333,6",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-24,,,,,Charge for commissions on financial assets,0,2023-07-26,7fbbe3e23e36c1f697a9dfdb291c7e5921fdc2e2af84d3f91d5e2ea4bf723ed6
"16706,4",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-24,,,,,Charge for commissions on financial assets,0,2023-07-26,4687ff8a1b131e3e88dd7ffdc67250c201ce76e7e5fbbe6a2d06b10b216e5732
"20120,32",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-24,,,,,Charge for commissions on financial assets,0,2023-07-26,11a69e307dd497adbf6556d6d8e5772f01c5f70d88800e680a4570ffed8398ce
"22852,29",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-24,,,,,Charge for commissions on financial assets,0,2023-07-26,938b6a61cb2a553299e604e8f4e318943f03cbf2a0090d06d7670882e141fe90
"16602,59",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-24,,,,,Charge for commissions on financial assets,0,2023-07-26,ac759f3d9f0aab777c2a9cb5e871ea36842f2863c8e4339f29010dd995021f30
"14080,06",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-24,,,,,Charge for commissions on financial assets,0,2023-07-26,e4a9511cfd51eeb67c992f4d9b1203bc83676128f3fd89b838e0fc75ed225c6a
"13840,56",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-24,,,,,Charge for commissions on financial assets,0,2023-07-26,a402d5adced3a8d7c5784a5d0184c59c0695aef6a1753613452cd5a37e293063
"6699,44",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-24,,,,,Charge for commissions on financial assets,0,2023-07-26,277c1888a7993383af0442023cdbe5e0b44ece13fcf0a98dba9c3a4a893262b3
"9712,85",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-24,,,,,Charge for commissions on financial assets,0,2023-07-26,47481bc424f25ec3a9c7bc0ad2efd43107ad1e64256a1cc71c697ccdd2cc93d3
"17105,31",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-24,,,,,Charge for commissions on financial assets,0,2023-07-26,22f7bb905ba5c54bb385978f32a584aabd17aadc997bdb758d8be75f31e95feb
"242282,86",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-24,,,,,Receipt on account of sale of financial assets,0,2023-07-26,397fcf29f3c540f1a024276c6636a3e7bd5c904feded5cf2814ebebcaf1b163a
"11529,22",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-27,,,,,Charge for commissions on financial assets,0,2023-07-31,d48f3790d34ed4a30f8630e9a5a370578d2337d2e57c781289fb8dc4229020b7
"11374,77",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-27,,,,,Charge for commissions on financial assets,0,2023-07-31,80e0c12c97c2a3aeef47e2e74dac3ed8812768996f100ce0980313be617c65c0
"11834,68",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-27,,,,,Charge for commissions on financial assets,0,2023-07-31,dc994e3c4d55d3da87874e568227bf84ef6bba48b091e16e9dc1c9e7ad299157
"8762,8",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-27,,,,,Charge for commissions on financial assets,0,2023-07-31,b794d8b01451c01504d815d807f7471c58552a3ce86c6dbc73204f61ce4bf7a4
"11605,48",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-27,,,,,Charge for commissions on financial assets,0,2023-07-31,b52965353cf92e14716119437272058c95c1a9a5343c410d212594a1e980faf6
"6138,62",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-27,,,,,Charge for commissions on financial assets,0,2023-07-31,c83bd53e38e2d71d78146421f0ade7b42a02a6b4620b487cd73b9b05ac025ce0
11454,,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-27,,,,,Charge for commissions on financial assets,0,2023-07-31,c9d1bfcb66a74cd66204d3e85ac56b6fdaca883853147d940e46f4068bc4604e
"11992,79",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-07-27,,,,,Charge for commissions on financial assets,0,2023-07-31,bdb5caef09cc1f6cde5a690f71640810b83c614150c9d5dbf020277eec16d2df
"12769,68",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-08-22,,,,,Receipt on account of sale of financial assets,0,2023-08-24,218b01bbde7e2a4b5d0c83a64793ba664a200517a724189b2942a2e8f70ea6e1
"21,22",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-08-17,,,,,"Deposit of dividends, coupons and other",0,2023-08-17,aac7baa5827fd23700953e8454cdda884a6c69e26a211125bb7c4b4a0848718d
"42,84",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-08-17,,,,,"Deposit of dividends, coupons and other",0,2023-08-17,1500c628ccb1009c0477b72968d5a7f67e7f21c131839e9a9da715e465b56a09
"1440,9",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-08-15,,,,,"Deposit of dividends, coupons and other",0,2023-08-15,d5fa25b2c09822c0ba56b20a6d5cb04a03003e9ca2bf83cca52c0c9167fd3b3c
"41200,93",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-08-10,,,,,Charge for commissions on financial assets,0,2023-08-14,ffbf24158f382a099b46b7a0ad525b6b1fd575faf7dde89fa27cdeebbfefa011
"31345,06",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-08-10,,,,,Charge for commissions on financial assets,0,2023-08-14,065687f444e96376b931012e4ddb9610a0220b9d892cbaa6fb9fb350e65eb252
"181476,57",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-08-23,,,,,Debit to account for purchase of financial assets,0,2023-08-24,64f86d31884d63f6b3467b33eda231dbf3cfee72dd79a815bbe379031ac618ef
"12,9",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-08-31,,,,,"Deposit of dividends, coupons and other",0,2023-08-31,935aaf51e8c7154617a37fdf6e8494078aaefeefda73344b025f508557c47014
"72263,21",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-08-29,,,,,Receipt on account of sale of financial assets,0,2023-08-29,77db89fc37af259238ddd90de006d20beea7a927857afc9af543dfbaa9f99b81
"182,07",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-07,,,,,"Deposit of dividends, coupons and other",0,2023-09-07,8b19735d8ed4f15ffa1df20e96b4e37e4ec0baefec6ccc653bcf640ec0a91f0b
"34,4",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-05,,,,,"Deposit of dividends, coupons and other",0,2023-09-05,6c83df9378114fbe0db01dbc25d4dddc15636065e29bc30c12415bd2e4862397
"46,31",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-01,,,,,"Deposit of dividends, coupons and other",0,2023-09-01,095d845eaac3e2b2ed04b2d5f6919674cbe3d4e60ec3f64c776405c58d5f3cd9
"17789,22",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-07,,,,,Charge for commissions on financial assets,0,2023-09-11,033657f4926c3bcbeff1c85eb92cfb1437a9e655c781fddf402c6e6e227e6cbf
"11695,25",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-07,,,,,Charge for commissions on financial assets,0,2023-09-11,846d22169a60801356e51a9af8f0b77e1728c7d9f296781d0504b6bc1a136640
"52,73",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-19,,,,,"Deposit of dividends, coupons and other",0,2023-09-19,4b1386e6915d12fe8353ac61a38050c63f224484c277d8100deb2a8929a0d96d
"38,15",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-15,,,,,"Deposit of dividends, coupons and other",0,2023-09-14,bafef866c9f19ec312af7e7a525cc0bf7cac692d707e2b1df3953a3382f9a46d
"21,32",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-15,,,,,"Deposit of dividends, coupons and other",0,2023-09-15,863e22676a753db15eac96885dce84a2058c593b7e248208766a9311320107fc
"22,3",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-14,,,,,"Deposit of dividends, coupons and other",0,2023-09-14,3f28660021eff898b8e0f6babfc88c02b57e6e0ba40a958c8ab52905e4a5e047
"29208,79",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-13,,,,,Receipt on account of sale of financial assets,0,2023-09-13,36f61497c907319d2f0c886af9c862acceb211a146ed1aabfaa5feda1f4a94c4
"26813,13",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-21,,,,,Charge for commissions on financial assets,0,2023-09-25,ceda80606410ce3dba7d0f82793a5ca8e12b10e843ea5ec7935c5f6fe9c2c167
"12999,89",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-21,,,,,Charge for commissions on financial assets,0,2023-09-25,1d3430045eb28b88c47035ad2dcc5085f251ea235b0387affe6ffcaea4f98ac5
"39678,52",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-27,,,,,Receipt on account of sale of financial assets,0,2023-09-27,c412b31bf890627a2486297133cc5e92315f47e06ff15a60405a56b4eaea0b33
"8,81",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-29,,,,,"Deposit of dividends, coupons and other",0,2023-09-29,aef7227304ed42d8f2ddff271ef22deb843d443b7ebc6d71a039ae2ef34704ff
"239,44",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-29,,,,,"Deposit of dividends, coupons and other",0,2023-09-29,e0e3823a06cebb7dc431fe5960d06ffed27d1faf3ee1622d856b84a93f6f0c66
"64,51",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-29,,,,,"Deposit of dividends, coupons and other",0,2023-09-29,59f2c4ab51715e4db0e7ccdcc32120224c0dea21dad114131a009cb49cbb603b
"61,81",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-09-29,,,,,"Deposit of dividends, coupons and other",0,2023-09-29,91929d4dbc43bd4d9743867d251df517765940573b20965ac1cf2a50d1d40713
"36,12",,86be65379eda2420534d313f6148e3e7a2aafaba3bc4205f44f3dd69444e2cb4,,,2023-10-02,,,,,"Deposit of dividends, coupons and other",0,2023-10-02,ffcc6b14d053fcd568899e57a9445d7b4f8c109488ee145f74caa75e71e8a3b2
